,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate
0,Dataset/Garhwali\Anil - Bikhoti Ka Mela.mp3,1.3784912824630737,0.3564321994781494,0.5179293751716614,0.2607704642240079,31.594005584716797,7.1898698806762695,2747.194430133546,3453.51726447474,18.394085960420647,5771.9979130190095,0.02564885428070931,0.05344527732616308
1,Dataset/Garhwali\Anil - Chakdait Chhora.mp3,1.493430495262146,0.4335341155529022,0.5081917643547058,0.25116204074407544,20.616640090942383,5.164363861083984,2589.166147261709,3218.1941687083586,20.74521704369082,5293.810418693701,0.008363458157186338,0.05737199708793666
2,Dataset/Garhwali\Anil - Jawa Pardesh.mp3,1.4442821741104126,0.44480100274086,0.5594474673271179,0.2525752048671317,0.8638815879821777,-4.831200122833252,2967.061415893094,3280.657884996353,20.814285570176803,6322.308961866194,0.00020670880890048872,0.06426397248674738
3,Dataset/Garhwali\Anil - Kan Full Khilana.mp3,1.4292386770248413,0.36011600494384766,0.4393863081932068,0.241782518061567,0.6675272583961487,-8.828871726989746,2630.5907920833242,2885.579765038023,20.74037368553705,5318.858971812852,-0.010539116315912644,0.057585835633183584
4,Dataset/Garhwali\Anil - Latuli Teri Mukhdi.mp3,1.5705549716949463,0.3626278042793274,0.4815751612186432,0.25312763897589075,3.8023126125335693,-3.0071229934692383,4268.121438674055,3354.2612765096487,22.27916613627234,8119.8292536587005,-0.015688429154393148,0.12216049942797842
5,Dataset/Garhwali\Anil - Nepal Ni Jaan.mp3,1.5244859457015991,0.38318222761154175,0.5191465616226196,0.2601575963906747,18.33409881591797,0.9972875714302063,3281.7449526032633,3399.5728170919747,20.603476566603685,6818.556647976788,2.1792190906418523e-05,0.06941488413037607
6,Dataset/Garhwali\Anil - Pabo Bazaar.mp3,1.447960376739502,0.43960970640182495,0.5238494873046875,0.25806992678441465,1.05051851272583,-3.1216368675231934,2266.8406008975567,2796.011663953723,21.115783345327255,4866.88832735408,-0.01288095709102536,0.044971369702649686
7,Dataset/Garhwali\Anil - Pana Piremi.mp3,1.5794448852539062,0.34750521183013916,0.4559924900531769,0.24824834910444318,2.3847579956054688,-4.596592903137207,4081.549148737873,3371.0871485699877,22.25987908580706,7960.517237053392,0.006052074234877789,0.11136694691349384
8,Dataset/Garhwali\Anil - Thand Mathu Chaumaas.mp3,1.5653156042099,0.4276191294193268,0.5583054423332214,0.26434756329563774,0.33517739176750183,-5.965647220611572,1518.1593555535749,2017.2597997073628,20.0514313793112,2988.345754636997,-0.005617767674232432,0.03329506703590901
9,Dataset/Garhwali\Anil Bist - Bedu Pako Barmasa.mp3,1.4755101203918457,0.3413103222846985,0.473716676235199,0.2518707107178759,6.405137062072754,0.13318102061748505,2442.6696528116177,2620.6526097097208,20.151182182440966,4589.022715637413,0.003095937011353187,0.05809722852955145
10,Dataset/Garhwali\Anil Bist - Mera Baju Ranga.mp3,1.2997056245803833,0.4213404953479767,0.5294988751411438,0.2594483817594906,12.288457870483398,3.5963315963745117,2758.1650672736155,3319.7730314797636,22.050929028631362,6099.004642656162,-0.013258492498463914,0.054783548796250706
11,Dataset/Garhwali\Anuradha Nirala - Na Tu Mero Lagadu.mp3,1.6715036630630493,0.27815043926239014,0.41052061319351196,0.239699778251783,12.926717758178711,-3.5937347412109375,1917.0188540800295,2450.874241791577,22.018346172275248,3556.306572079076,-0.01727325390098573,0.03853906004160188
12,Dataset/Garhwali\Dinesh Uniyal - Hey Dida Bou Na Maari.mp3,1.5689159631729126,0.3104303777217865,0.47503429651260376,0.2551429787407589,1.3443679809570312,-6.518352508544922,1746.8072316198072,2321.911200839206,20.55886162448714,3128.4033415275553,0.01625567642931981,0.03830341042810047
13,Dataset/Garhwali\Dinesh Uniyal - Holu Ta Kya Holu.mp3,1.4407204389572144,0.3578866124153137,0.5119933485984802,0.2578207584154091,5.544231414794922,1.3215581178665161,3009.728704261146,3402.15546043185,21.572644583485506,6634.629249268228,-0.007509417140267169,0.06083367202052289
14,Dataset/Garhwali\Dinesh Uniyal - Jai Ho Ma Chandra Badni.mp3,1.33153235912323,0.3680175542831421,0.48926958441734314,0.25080740386845357,4.525128364562988,0.31486931443214417,2721.206952557763,3254.7244057741214,21.990853245242857,5985.9315561103185,-0.02489801425417752,0.05523146651856475
15,Dataset/Garhwali\Dinesh Uniyal - Katha Laanu Mankhi Ki.mp3,1.3357536792755127,0.2662815451622009,0.35274016857147217,0.2226006791037879,1.527845025062561,-8.280620574951172,1499.0864796141186,2041.464985289127,21.372171471248535,2708.3027338678266,-0.038943228627178604,0.03136171552099563
16,Dataset/Garhwali\Dinesh Uniyal - Sailya Ji Tum Dilhi.mp3,1.33153235912323,0.3680175542831421,0.48926958441734314,0.25080740386845357,4.525128364562988,0.31486931443214417,2721.206952557763,3254.7244057741214,21.990853245242857,5985.9315561103185,-0.02489801425417752,0.05523146651856475
17,Dataset/Garhwali\Gajendra Rana - Kya Dan Lagdi Tu.mp3,1.4939327239990234,0.3615801930427551,0.4983818233013153,0.2541589117414368,0.8161863088607788,-4.596241474151611,2368.904621062594,2787.053858770085,20.78695879886533,4987.295600248864,-0.01240530918780202,0.04993141590925485
18,Dataset/Garhwali\Gajendra Rana - Leela Ghasiyari.mp3,1.49595046043396,0.43455493450164795,0.6079151630401611,0.27522982353699355,16.275049209594727,3.9342703819274902,3003.119544961403,3302.723422468854,19.363323460530733,6578.2421015902555,-0.0015637010215410892,0.06509865412472508
