,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate
0,Dataset/bhajan\Anup Jalota - Ae Malik Tere Bande Hum.mp3,1.328786015510559,0.36408594250679016,0.4551701247692108,0.23918957199146645,10.937271118164062,2.390178680419922,2900.150562788673,3756.721747295903,20.75060743037618,6292.573851203501,0.006288998593018963,0.053945667553862986
1,Dataset/bhajan\Anup Jalota - Aisi Laagi Lagan.mp3,1.3471451997756958,0.374392032623291,0.39704596996307373,0.23075534606134449,6.2366743087768555,-3.730755090713501,2094.4617763331703,2174.652093081218,22.10539835890742,3856.137309388714,-0.021664007336277536,0.05756259973846358
2,Dataset/bhajan\Anup Jalota - Bol Pinjare Ka Tota Ram.mp3,1.4377343654632568,0.3496862053871155,0.44744575023651123,0.24345947542366536,3.6874547004699707,-1.8327248096466064,2987.7502328778423,3087.7459552653745,21.459267504963936,6066.588346387486,0.012001312487423338,0.07345205467307137
3,Dataset/bhajan\Anup Jalota - Hridaya Banalo Bhakto.mp3,1.4331586360931396,0.33367860317230225,0.43622374534606934,0.24144135346121737,0.2964351177215576,-8.927594184875488,2153.824651787026,2156.3364646792256,20.858720505358388,4412.498834458796,-0.0031947510627920576,0.05977361125765576
4,Dataset/bhajan\Anup Jalota - Kanha Teri Murli Ki (1).mp3,1.4680720567703247,0.32697466015815735,0.43036332726478577,0.24439189755484125,0.41431373357772827,-8.681395530700684,2073.7523316688003,2093.348514778965,20.457710268553654,4240.431099108104,0.02462267505106452,0.05464482638621918
5,Dataset/bhajan\Anup Jalota - Kanha Teri Murli Ki.mp3,1.4680720567703247,0.32697466015815735,0.43036332726478577,0.24439189755484125,0.41431373357772827,-8.681395530700684,2073.7523316688003,2093.348514778965,20.457710268553654,4240.431099108104,0.02462267505106452,0.05464482638621918
6,Dataset/bhajan\Anup Jalota - Payoji Maine Ram Ratan Dhan.mp3,1.3371758460998535,0.3728853166103363,0.4304695725440979,0.23900620026711433,1.3255705833435059,-7.326196193695068,2285.9407936336734,2833.093408357062,21.159345798564946,4569.952871104694,0.029873009349380718,0.04710290386863713
7,Dataset/bhajan\Anup Jalota - Sukhkarta Dukhharta (Siddhivinayakji Ki Aarti).mp3,1.3500219583511353,0.4068598747253418,0.4233610928058624,0.2393843238534692,6.216127872467041,0.8790813684463501,2855.9694870711737,3192.3700306282667,20.696264760259552,5853.629741885022,0.029121231959073058,0.0625850147878373
8,Dataset/bhajan\Anup Jalota - Thumak Chalat Ramchandra.mp3,1.54396390914917,0.4572393000125885,0.3538418114185333,0.2254442887501473,4.214463710784912,1.6476359367370605,2483.1850919114254,3080.085639208138,21.77596665455241,5448.518704239086,-0.061143124569052146,0.04349517091380697
9,Dataset/bhajan\Anuradha Paudwal - Naam Hai Tera Taranhaar.mp3,1.5646638870239258,0.3180076777935028,0.4568050503730774,0.24798035924896264,1.460526704788208,-5.671103000640869,2700.3960750367687,2235.638136286839,23.30766306457211,5028.381759845863,0.007118583081760644,0.08250899450354321
